,date,tweet,cleaning_the_tweets,len,Textblob,Vader
691,2019-07-16 00:01:51,RT @reactorstark: you locked me in my room.... shes so dumb and ungrateful it hurts https://t.co/X8o8LS33wp,reactorstark locked room shes dumb ungrateful hu x ls wp,56,-1,-1
692,2019-07-16 00:01:54,"RT @MattGordon2019: hype every new MCU film and tries to use their intellect on you.
Like calling you Raimi shill if you criticize John Wat",mattgordon hype every new mcu film tries use intellect like calling raimi shill criticize john wat,98,1,1
693,2019-07-16 00:01:55,I wonder what mcu movie is Dacres favorite,wonder mcu movie dacres favorite,32,1,1
694,2019-07-16 00:01:55,RT @marvel_shots: Thor Ragnarok https://t.co/eDcU2qNJcN,marvel shots thor ragnarok edcu qnjcn,37,0,1
695,2019-07-16 00:01:55,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
696,2019-07-16 00:01:55,"RT @tommyxshepherd: 1. Tommy Shepherd

Tommy is a lovable speedster who is a member of the Young Avengers! He can use his powers to acceler",tommyxshepherd tommy shepherd tommy lovable speedster member young avengers use powers acceler,94,1,1
697,2019-07-16 00:01:57,Kilgrave is the best villain in the MCU and for me it's not even close https://t.co/5HEKsES5jo,kilgrave best villain mcu even close hekses jo,46,1,1
698,2019-07-16 00:01:58,"RT @getFANDOM: Marvel Studios &amp; @Russo_Brothers launch the 'We Love You 3000' tour to thank fans and celebrate the #Endgame home release

(",getfandom marvel studios amp russo brothers launch love tour thank fans celebrate endgame home release,102,1,1
699,2019-07-16 00:02:00,Tom Holland is the MCU maknae. Everybody agrees.,tom holland mcu maknae everybody agrees,39,0,1
700,2019-07-16 00:02:01,@CobyValentine THOR is out of the game now. Hope bullpen shuts em down.,cobyvalentine thor game hope bullpen shuts em,45,-1,1
701,2019-07-16 00:02:03,RT @malfoysmcu: loki stans who are also thor antis are arguably the weakest bitches on this app,malfoysmcu loki stans also thor antis arguably weakest bitches app,66,0,-1
702,2019-07-16 00:02:03,RT @scarlettsflash: deleted scenes of steve in avengers 1. they really shouldve kept these https://t.co/gv5tuqGO8d,scarlettsflash deleted scenes steve avengers really shouldve kept gv tuqgo,74,1,0
703,2019-07-16 00:02:05,Lgbtqa+ the A stands for aliens,lgbtqa stands aliens,20,0,0
704,2019-07-16 00:02:06,@OctopusCaveman I love the avengers,octopuscaveman love avengers,28,1,1
705,2019-07-16 00:02:07,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
706,2019-07-16 00:02:08,"RT @tommyxshepherd: 4. Billy Kaplan

Billy Kaplan is some gay nerd with magic or something but most importantly he is the twin brother of T",tommyxshepherd billy kaplan billy kaplan gay nerd magic something impo antly twin brother,89,1,-1
707,2019-07-16 00:02:10,"RT @iironstarks: i hate when people say they love mcu's best movie. fuck you, which one? https://t.co/HCAfkxigWs",iironstarks hate people say love mcu best movie fuck one hcafkxigws,67,1,1
708,2019-07-16 00:02:11,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
709,2019-07-16 00:02:11,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
710,2019-07-16 00:02:11,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
711,2019-07-16 00:02:12,@TaskandPurpose I thought that was an Iron Man thing.,taskandpurpose thought iron man thing,37,0,0
712,2019-07-16 00:02:12,@BeingScots Did anybody see the we will deep fry your kebab poster in avengers infinity war?,beings ts anybody see deep fry kebab poster avengers infinity war,65,0,-1
713,2019-07-16 00:02:14,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
714,2019-07-16 00:02:15,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
715,2019-07-16 00:02:15,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
716,2019-07-16 00:02:16,@tragedyofloki This. I really don't understand why people denigrate his fighting skills. By virtue of sparring his https://t.co/ielTUU6166,tragedyofloki really understand people denigrate fighting skills vi ue sparring ieltuu,86,1,-1
717,2019-07-16 00:02:16,@klarolineitsv @MattGordon2019 @EdwardWestSumm1 Don't matter those team up films count with his character developme https://t.co/9Q30Wi8CQm,klarolineitsv mattgordon edwardwestsumm matter team films unt character developme q wi cqm,90,0,0
718,2019-07-16 00:02:17,RT @horzac: @_waleedshahid I think that's the main reason why Avengers-type superhero movies are so popular now.  People can sense a coming,horzac waleedshahid think main reason avengers type superhero movies popular people sense ming,94,1,1
719,2019-07-16 00:02:17,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
720,2019-07-16 00:02:20,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
721,2019-07-16 00:02:20,"RT @xxjjjwwoo: What did we do in our past life to deserve a Kang Seungyoon? A truly selfless leader, a talented and hardworking man, warm-h",xxjjjwwoo past life deserve kang seungyoon truly selfless leader talented hardworking man warm h,96,1,1
722,2019-07-16 00:02:20,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
723,2019-07-16 00:02:21,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
724,2019-07-16 00:02:22,"RT @BPageMovie: @SpeakerPelosi #impeach now or eventually, whenever you find the time not squabbling with the avengers https://t.co/XTAm5wu",bpagemovie speakerpelosi impeach eventually whenever find time squabbling avengers xtam wu,90,0,0
725,2019-07-16 00:02:23,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
726,2019-07-16 00:02:25,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
727,2019-07-16 00:02:25,RT @lRONRESCUE: heres the first lady of the mcu being extremely soft. she loved playing pepper so much and i couldnt of asked for a bette,lronrescue heres first lady mcu extremely soft loved playing pepper much uldnt asked bette,90,1,1
728,2019-07-16 00:02:27,RT @lRONRESCUE: heres the first lady of the mcu being extremely soft. she loved playing pepper so much and i couldnt of asked for a bette,lronrescue heres first lady mcu extremely soft loved playing pepper much uldnt asked bette,90,1,1
729,2019-07-16 00:02:29,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
730,2019-07-16 00:02:29,The entire MCU is a illusion created by Mysterio.,entire mcu illusion created mysterio,36,0,1
731,2019-07-16 00:02:34,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
732,2019-07-16 00:02:35,I am on the way to watch the new Spider-Man movie with my granny @NCordaroN5 and @merytremsal @sandraonunes in hidi https://t.co/ULAIK0NJXi,way watch new spider man movie granny ncordaron merytremsal sandraonunes hidi ulaik njxi,88,1,0
733,2019-07-16 00:02:38,"RT @emdibuja: very quick thing based on this tweet https://t.co/IxwCdsBAhc

#stucky #buckybarnes #marvel #mcu #comic #drawing #doodle #sket",emdibuja quick thing based tweet ixwcdsbahc stucky buckybarnes marvel mcu mic drawing doodle sket,97,1,1
734,2019-07-16 00:02:40,RT @marvelousxoxo: Thors entrance In Wakanda still remains superior. https://t.co/4nH1HvJgSD,marvelousxoxo thors entrance wakanda still remains superior nh hvjgsd,69,1,1
735,2019-07-16 00:02:40,@KiraiKairi avengers are beyhive though,kiraikairi avengers beyhive though,34,0,0
736,2019-07-16 00:02:43,USA Newborn Baby Boys Girls Avengers Superhero Romper Pants Outfits SetClothes https://t.co/PR1LiOvLKp,usa newborn baby boys girls avengers superhero romper pants outfits setclothes pr liovlkp,89,0,0
737,2019-07-16 00:02:43,"steve, flustered: what? no? im not here to see iron man what?? i dont even who that is and for the record that https://t.co/eG67WdB5uj",steve flustered im see iron man dont even rd eg wdb uj,54,0,-1
738,2019-07-16 00:02:44,"Avengers Endgame is just over 7 million dollars Worldwide away from beating Avatar for the #1 All 
Time Movie box o https://t.co/qVZOMWXACm",avengers endgame million dollars worldwide away beating avatar time movie box qvzomwxacm,88,0,-1
739,2019-07-16 00:02:45,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
740,2019-07-16 00:02:45,"RT @OfGoryBattles: ||
                MCU! 
           Bring back
             Lady Sif 
                  
||",ofgorybattles mcu bring back lady sif,37,0,0
741,2019-07-16 00:02:46,"@ThatEricAlper no, i am your father.

i am iron man

we wear pink on wednesdays",thatericalper father iron man wear pink wednesdays,50,-1,0
742,2019-07-16 00:02:47,RT @lRONRESCUE: heres the first lady of the mcu being extremely soft. she loved playing pepper so much and i couldnt of asked for a bette,lronrescue heres first lady mcu extremely soft loved playing pepper much uldnt asked bette,90,1,1
743,2019-07-16 00:02:49,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
744,2019-07-16 00:02:49,"RT @BethSleven: I made a tiny infinity gauntlet for a tiny human! : )
@RobertDowneyJr @MarkRuffalo @TomHolland1996 @Russo_Brothers 
#marvel",bethsleven made tiny infinity gauntlet tiny human robe downeyjr markruffalo tomholland russo brothers marvel,108,0,1
745,2019-07-16 00:02:49,"Ok, this is the right direction. Maybe, MAYBE, if they complete a great arc with him, he can stand next to the Raim https://t.co/7UcjtfD98r",ok right direction maybe maybe mplete great arc stand next raim ucjtfd r,72,1,1
746,2019-07-16 00:02:50,"RT @SailorRamona: Spider-Man: Far From Home thoughts: God, imagine how good MCU Spider-Man could be if they could just...not give a shit ab",sailorramona spider man far home thoughts god imagine good mcu spider man uld uld give shit ab,94,1,1
747,2019-07-16 00:02:55,RT @tykelly11: Which superhero would make the best baseball player? I think Spiderman would be pretty solid in the outfield(arm strength is,tykelly superhero would make best baseball player think spiderman would pretty solid outfield arm strength,106,1,1
748,2019-07-16 00:02:56,RT @laizyboy04: What if while Crowley &amp; Loki are in snake form then Thor and Aziraphale bumped to each other and accidentally dropped them,laizyboy crowley amp loki snake form thor aziraphale bumped accidentally dropped,80,0,-1
749,2019-07-16 00:02:57,@ThunderMob405 I thought Iron man was red and gold?,thundermob thought iron man red gold,36,0,0
750,2019-07-16 00:02:57,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
751,2019-07-16 00:02:58,"RT @Avengers: He is Iron Man, from the beginning to the end. #AvengersEndgame https://t.co/uegMrTw8CG",avengers iron man beginning end avengersendgame uegmrtw cg,58,0,0
752,2019-07-16 00:02:59,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
753,2019-07-16 00:03:00,"SPIDER-MAN villain KRAVEN THE HUNTER could be from WAKANDA in the #MCU:

https://t.co/m37oMSDfol https://t.co/BEEZDEWIYW",spider man villain kraven hunter uld wakanda mcu omsdfol beezdewiyw,67,0,-1
754,2019-07-16 00:03:00,"One interesting rumor suggests #KraventheHunter will be from Wakanda in the #MCU:

https://t.co/PIy4CAg4xX https://t.co/Jm7dz9wLJn",one interesting rumor suggests kraventhehunter wakanda mcu piy cag xx jm dz wljn,80,1,1
755,2019-07-16 00:03:00,"Forget Mysterio's Ruse, the MCU Needs to Explore Its Multiverse https://t.co/lo84rdydcU (via @CBR)",forget mysterio ruse mcu needs explore multiverse lo rdydcu via cbr,67,0,-1
756,2019-07-16 00:03:02,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
757,2019-07-16 00:03:02,"RT @bwtrilogy: steve, flustered: what? no? im not here to see iron man what?? i dont even who that is and for the record thats the ugl",bwtrilogy steve flustered im see iron man dont even rd thats ugl,64,0,-1
758,2019-07-16 00:03:03,RT @petermjned: im so happy that ffh got the highest audience score but holy shit captain marvel deserves better there are a LOT of mcu fil,petermjned im happy ffh got highest audience holy shit captain marvel deserves better lot mcu fil,97,1,1
759,2019-07-16 00:03:04,thor and loki,thor loki,9,0,0
760,2019-07-16 00:03:05,@blktoppa Bot looks like Thor,blktoppa bot looks like thor,28,0,1
761,2019-07-16 00:03:05,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
762,2019-07-16 00:03:07,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
763,2019-07-16 00:03:09,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
764,2019-07-16 00:03:09,@JohnnyObeid @MCU_Direct This guy gets it! Ive been saying since CIVIL WAR that this was the best way to introduce https://t.co/KANqGcyzdN,johnnyobeid mcu direct guy gets ive saying since civil war best way introduce kanqgcyzdn,88,1,1
765,2019-07-16 00:03:10,"@evanswrth Well Thor is going to be flying around a lot cause. I dunno if you've met Steve or not, but the man LOVE https://t.co/zjofrOfenj",evansw h well thor going flying around lot cause dunno met steve man love zjofrofenj,84,1,1
766,2019-07-16 00:03:11,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
767,2019-07-16 00:03:14,#sofiemarvelmadness is back up with Avengers Age of Ultron!! https://t.co/tmUluytJ5q,sofiemarvelmadness back avengers age ultron tmuluytj q,54,0,0
768,2019-07-16 00:03:16,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
769,2019-07-16 00:03:16,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
770,2019-07-16 00:03:19,RT @caprogers1940: Are these yalls avengers? https://t.co/WZuTefkmwI,caprogers yalls avengers wzutefkmwi,35,0,0
771,2019-07-16 00:03:20,We Love You 3000 Tour Announced to Celebrate Avengers: Endgame and ItsFans https://t.co/6UoD8rr5YM,love tour announced celebrate avengers endgame itsfans uod rr ym,64,1,1
772,2019-07-16 00:03:20,@MmaTatas @superay88 @freakimus @EsBurroughs @THR Its not Bond. Also 007 is Bond not some random woman. I also don' https://t.co/zD0b50cF82,mmatatas superay freakimus esburroughs thr bond also bond random woman also zd b cf,83,-1,0
773,2019-07-16 00:03:21,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
774,2019-07-16 00:03:21,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
775,2019-07-16 00:03:23,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
776,2019-07-16 00:03:23,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
777,2019-07-16 00:03:25,"RT @RattlerGator: ""So 007 will be a black woman. Thor is a woman now.""

Bad ideas; especially Thor as a woman. Hell no! And Don, I love me",rattlergator black woman thor woman bad ideas especially thor woman hell love,77,-1,-1
778,2019-07-16 00:03:24,"Without a doubt, Spider-Man: Far From Home was absolutely amazing. The film itself was very action-packed, visually https://t.co/JuI71Iq0MW",without doubt spider man far home absolutely amazing film action packed visually jui iq mw,90,1,1
779,2019-07-16 00:03:26,@fabiozugman Thor,fabiozugman thor,16,0,0
780,2019-07-16 00:03:29,RT @mcuwaititi: thor in endgame: https://t.co/Phz9Gb7yfv,mcuwaititi thor endgame phz gb yfv,34,0,0
781,2019-07-16 00:03:30,RT @capsheroes: one of my favorite moments from the endgame press tour was when chris evans fan-girled over the avengers theme song https:/,capsheroes one favorite moments endgame press tour chris evans fan girled avengers theme song,93,1,1
782,2019-07-16 00:03:32,RT @DEADLINE: #AvengersEndgame picked up 14 Saturn Award nominations https://t.co/ZeZkxOujjV,deadline avengersendgame picked saturn award nominations zezkxoujjv,67,0,1
783,2019-07-16 00:03:32,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
784,2019-07-16 00:03:32,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
785,2019-07-16 00:03:35,"Congratulations to #ScarlettJohansson for her nomination to @SaturnAwards1, in the category ""Best Supporting Actres https://t.co/cgHG9wm7bX",congratulations scarlettjohansson nomination saturnawards category best suppo ing actres cghg wm bx,99,1,1
786,2019-07-16 00:03:36,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
787,2019-07-16 00:03:37,"When does Marvel's ""Avengers: #TheSquad"" come out? Jawn looks dope AF.  #RacistPresident #AOC #Pressley #Tlaib #Omar https://t.co/0NxTzaYmFW",marvel avengers thesquad jawn looks dope af racistpresident aoc pressley tlaib omar nxtzaymfw,93,0,1
788,2019-07-16 00:03:38,"RT @laizyboy04: Me rewatching Mcu movies and Good Omens at the same time: 
 https://t.co/k4r8prnVQ0",laizyboy rewatching mcu movies good omens time k r prnvq,56,1,1
789,2019-07-16 00:03:39,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
790,2019-07-16 00:03:40,mrw I find out Iron Man's snap permanently brought the McRib back https://t.co/oSQL7sRzSm,mrw find iron man snap permanently brought mcrib back osql srzsm,64,0,0
791,2019-07-16 00:03:41,RT @thefilmpoll: Your favorite #MCU entry of 2019? #Marvel #CaptainMarvel #BrieLarson #SamuelLJackson #JudeLaw #BenMendelsohn #Avengers #Av,thefilmpoll favorite mcu entry marvel captainmarvel brielarson samuelljackson judelaw benmendelsohn avengers av,111,1,1
792,2019-07-16 00:03:43,About to watch avengers infinity war since I never watched it https://t.co/3Q43KabIRw,watch avengers infinity war since never watched q kabirw,56,0,-1
793,2019-07-16 00:03:43,"So here is my official ranking for my best to worst MCU films from Letterboxd 
Please do drink the tea and remember https://t.co/2wY6AdA5SM",official ranking best worst mcu films letterboxd please drink tea remember wy ada sm,84,0,1
794,2019-07-16 00:03:45,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
795,2019-07-16 00:03:46,"RT @MrNiceGuy18_58: Top 5 strongest #Avengers in the MCU: 

 Captain Marvel
 Scarlet Witch
 Dr. Strange
 Thor
 Hulk https://t.co/SRoUm",mrniceguy top strongest avengers mcu captain marvel scarlet witch dr strange thor hulk sroum,92,1,1
796,2019-07-16 00:03:49,"everyone just go watch captain marvel again, easy middle ground",everyone go watch captain marvel easy middle ground,51,1,1
797,2019-07-16 00:03:50,Just bring the X-Men into universe please,bring x men universe please,27,0,1
798,2019-07-16 00:03:50,RT @IAmBeauSmith: @JohnnyObeid @MCU_Direct This guy gets it! Ive been saying since CIVIL WAR that this was the best way to introduce him i,iambeausmith johnnyobeid mcu direct guy gets ive saying since civil war best way introduce,90,1,1
799,2019-07-16 00:03:52,"@ChaddyDaddy_19 I understand your viewpoints and I get it, I just would have felt better if MCU just utilized Miles https://t.co/oSL5tqEVlW",chaddydaddy understand viewpoints get would felt better mcu utilized miles osl tqevlw,85,1,1
800,2019-07-16 00:03:52,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
801,2019-07-16 00:03:53,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
802,2019-07-16 00:03:54,RT @ProZD: i wish i could pluck tom holland spider-man and his friends out of all the messy avengers continuity and plop them in their own,prozd wish uld pluck tom holland spider man friends messy avengers ntinuity plop,80,-1,1
803,2019-07-16 00:03:57,RT @adoringis: Watching marvels sisterhood makes me think about how much Gwyneth loved to play Pepper Potts. She understood her character,adoringis watching marvels sisterhood makes think much gwyneth loved play pepper potts understood character,107,1,1
804,2019-07-16 00:03:57,"who are your favourites marvel characters and actors ?  well tony, carol, bucky and loki are mu fav ones in the mc https://t.co/Nk5HqaY3UL",favourites marvel characters actors well tony carol bucky loki mu fav ones mc nk hqay ul,88,0,1
805,2019-07-16 00:03:59,"RT @Lynne_Jean: The National Space Centre
- a great day out for young and old alike 
https://t.co/UWVqpK2dez
#nationalspacecentre 
#lunarla",lynne jean national space centre great day young old alike uwvqpk dez nationalspacecentre lunarla,97,1,1
806,2019-07-16 00:04:01,"RT @IncorrectMiles: Mcu villains: I'm evil because of tony stark

Mcu villains: One time he walked past my family and three years later my",rrectmiles mcu villains evil tony stark mcu villains one time walked past family three years later,98,-1,-1
807,2019-07-16 00:04:01,RT @theMemesBot: Avengers got it all wrong https://t.co/LCEFss0dTE,thememesbot avengers got wrong lcefss dte,41,-1,-1
808,2019-07-16 00:04:01,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
809,2019-07-16 00:04:03,@ gwenyth ik you hate the mcu now that rdj isnt there but please come back for peppers kids and aforce,gwenyth ik hate mcu rdj isnt please back peppers kids aforce,60,-1,-1
810,2019-07-16 00:04:03,Iron Man is in on it! https://t.co/N6JFwbTdOq,iron man n jfwbtdoq,19,0,0
811,2019-07-16 00:04:06,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
812,2019-07-16 00:04:07,"RT @captainmarvel: He is Iron Man, from the beginning to the end. #AvengersEndgame https://t.co/hpwFUMr8Mc",captainmarvel iron man beginning end avengersendgame hpwfumr mc,63,0,0
813,2019-07-16 00:04:08,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
814,2019-07-16 00:04:09,RT @77MCU: We Love You 3000 Tour #AvengersEndgame https://t.co/e8enNqTjg7,mcu love tour avengersendgame e ennqtjg,39,1,1
815,2019-07-16 00:04:10,RT @CaptMarvelNews: O-M-G! The Women of the MCU Bonus Feature from the Avengers Endgame Blu-Ray!! #CaptainMarvel https://t.co/bu4IlQd0cj,captmarvelnews g women mcu bonus feature avengers endgame blu ray captainmarvel bu ilqd cj,90,0,1
816,2019-07-16 00:04:11,RT @cassettelang: this is a good time to remind you that emily blunt was almost the mcu's black widow https://t.co/tJh953D74B,cassettelang good time remind emily blunt almost mcu black widow tjh b,70,1,1
817,2019-07-16 00:04:12,@JohnnyObeid @MCU_Direct And considering Tony Stark is a celebrity/earth greatest defender. It would make sense for https://t.co/R2uZlLNKae,johnnyobeid mcu direct nsidering tony stark celebrity ea h greatest defender would make sense r uzllnkae,104,1,1
818,2019-07-16 00:04:12,"RT @evanswrth: steve: [in imminent danger]

thor, being dragged across the atlantic ocean: WHAT IN THE WORLD-",evansw h steve imminent danger thor dragged across atlantic ocean world,71,0,-1
819,2019-07-16 00:04:12,RT @buckyshiII: me as everybody in the replies saying endgame steve https://t.co/Hw5UgjESpO,buckyshiii everybody replies saying endgame steve hw ugjespo,60,0,0
820,2019-07-16 00:04:12,"Without a doubt, Spider-Man: Far From Home was absolutely amazing. The film itself was very action-packed, visually https://t.co/imYMGfgZ1U",without doubt spider man far home absolutely amazing film action packed visually imymgfgz u,91,1,1
821,2019-07-16 00:04:13,"She lets out Annabelle, and Annabelle decides to round up the Paranormal Avengers to terrorize the shit out of thes https://t.co/7bhRGsslbP",lets annabelle annabelle decides round paranormal avengers terrorize shit thes bhrgsslbp,88,-1,-1
822,2019-07-16 00:04:15,RT @lyrjcaokano: yall know that captain marvel mostly got hate reviews from whiny man-babies who 1. didnt watch the film at all and 2. have,lyrjcaokano yall know captain marvel mostly got hate reviews whiny man babies didnt watch film,94,-1,-1
823,2019-07-16 00:04:15,"RT @chanbaektwts: Baekhyun: I like someone who wears yellow shirt and jeans! My favorite color is red! I love Iron Man too!!!

Chanyeol: ht",chanbaektwts baekhyun like someone wears yellow shi jeans favorite lor red love iron man chanyeol ht,100,1,1
824,2019-07-16 00:04:17,RT @cassettelang: this is a good time to remind you that emily blunt was almost the mcu's black widow https://t.co/tJh953D74B,cassettelang good time remind emily blunt almost mcu black widow tjh b,70,1,1
825,2019-07-16 00:04:18,@DailyNorseman Iron man Thor cap hulk,dailynorseman iron man thor cap hulk,36,0,0
